Annee_Gestion;Scenario;Etang;Nb_Jours_Total;Jours_Rempli_Plus_80;Jours_Moins_15_Pourcent;Volume_Ruissele_m3;Volume_Evapore_m3;Volume_Sortant_m3;Taux_Renouvellement;CR_Annuel_Global;Nb_Jours_Avec_Sonde;RMSE_Volume_m3;Nb_Orages_Valides;CR_Terrain_Moyen;CR_Modele_Moyen;Biais_CR
2020-2021;L0.05_Pant10_CN_base_20260519;LIGNIERE;365;0;329;38427;18234;556225;0.14;699.2;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;LIGNIERE;365;235;60;3451;-57120;317485;0.01;101.6;51;20131;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;LIGNIERE;365;281;28;163;1552;166526;0;4.5;365;94621;1;37.3;0;-37.3
2023-2024;L0.05_Pant10_CN_base_20260519;LIGNIERE;366;300;15;893;125813;697163;0;15.3;366;58540;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;LIGNIERE;365;289;21;397;44770;646233;0;8.8;365;33006;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;93;256;14517;14825;74596;0.31;13.9;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;366;45;81;13786;16687;16465;0.3;11.8;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;74;262;30784;19736;133944;0.66;21.9;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;247;115;26816;16787;60105;0.58;19.5;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;99;97;18492;7157;93186;0.4;18.3;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;366;128;32;23059;23983;33433;0.49;17.9;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;66;13;9443;-6410;55111;0.2;10.4;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;0;265;20789;5345;74320;0.45;19.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;0;327;15521;-407;14642;0.33;15.2;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;366;57;54;13729;-4616;33689;0.29;14;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;244;14;36835;30712;87343;0.79;24.8;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;251;13;11938;-12311;76502;0.26;13;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;0;163;10196;5451;43264;0.22;10.3;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;366;236;51;40659;36445;124299;0.87;25.8;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;LONGEVAVRE;365;87;46;20660;11781;73581;0.44;17;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;84;246;10570;7330;30331;0.48;9.2;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;366;0;227;9511;3749;5810;0.43;7.4;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;31;48;16589;14835;28897;0.76;10.7;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;49;21;16301;13795;28548;0.74;10.7;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;53;126;14247;5833;31605;0.65;12.8;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;366;0;264;19956;5719;25674;0.91;14;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;0;362;6954;448;6183;0.32;6.9;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;0;122;9667;2165;9042;0.44;8.1;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;0;286;8530;3697;11464;0.39;7.6;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;366;6;270;10331;8031;23135;0.47;9.6;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;62;150;33008;6656;21074;1.51;20.2;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;116;242;7914;6748;33253;0.36;7.8;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;0;317;6576;6496;12362;0.3;6;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;366;148;71;32468;17169;35966;1.48;18.7;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;NEUF DE BURLAT;365;81;60;15036;5503;31397;0.69;11.2;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;0;340;13415;9136;132882;0.19;47;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;ONDONNIERE;366;21;94;3457;35763;3305;0.05;10.9;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;250;38;5865;57775;195418;0.08;15.2;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;222;28;5667;53171;105296;0.08;15;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;232;11;4656;-1631;142074;0.06;16.9;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;ONDONNIERE;366;0;343;22964;10203;88930;0.32;65.1;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;188;60;2430;-7086;13328;0.03;9.8;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;192;74;3455;12037;91074;0.05;11.7;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;0;36;3222;-938;29925;0.04;11.5;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;ONDONNIERE;366;171;29;3378;-7325;28798;0.05;12.6;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;0;345;37896;8608;157658;0.53;93.5;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;159;61;3096;-21815;44155;0.04;12.4;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;200;58;2482;2315;19178;0.03;9.2;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;ONDONNIERE;366;238;25;10289;67700;199180;0.14;23.9;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;ONDONNIERE;365;203;11;5152;22059;110063;0.07;15.5;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;PARADIS;365;93;51;15362;13440;756583;0.25;10;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;PARADIS;366;80;29;13941;25208;561090;0.23;8.2;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;PARADIS;365;302;5;25344;47856;1564144;0.42;12.3;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;PARADIS;365;105;248;32199;27981;1037927;0.53;15.9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;PARADIS;365;151;137;30432;-25377;1357106;0.5;20.6;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;PARADIS;366;152;13;25192;33043;711682;0.42;13.3;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;PARADIS;365;81;217;9617;5660;729839;0.16;7.2;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;PARADIS;365;196;37;14777;5405;470750;0.24;9.3;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;PARADIS;365;85;248;18840;8954;349883;0.31;12.6;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;PARADIS;366;84;151;20769;-32735;508333;0.34;14.5;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;PARADIS;365;196;26;43604;46474;1141758;0.72;20.1;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;PARADIS;365;210;9;12442;-18924;761790;0.21;9.3;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;PARADIS;365;77;6;10422;-940;527215;0.17;7.2;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;PARADIS;366;235;22;47281;52011;1207344;0.78;20.5;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;PARADIS;365;225;14;22826;17756;1313476;0.38;12.8;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;116;84;25707;-2076;298763;0.83;8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;366;296;25;20456;11194;141909;0.66;5.7;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;356;5;39271;20982;473627;1.27;9.1;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;333;6;38087;19622;326426;1.23;9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;77;285;35969;7969;278746;1.16;11.6;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;366;226;85;41258;9010;193643;1.33;10.4;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;35;175;14247;-3763;299612;0.46;5.1;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;198;80;22429;2532;128657;0.72;6.8;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;268;6;20126;-1696;91698;0.65;6.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;366;77;286;24161;5862;207809;0.78;8.1;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;254;86;77846;14402;302354;2.51;17.1;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;268;3;18841;-8353;337570;0.61;6.7;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;245;6;15440;-413;134853;0.5;5.1;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;366;285;10;79664;22917;404979;2.57;16.5;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;PETIT ETANG LA ROUE;365;261;3;36438;7787;403197;1.18;9.8;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;274;4604;31946;76557;0.05;8.8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;366;0;120;4131;36429;13810;0.04;7.1;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;18;7671;64983;58876;0.08;10.9;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;287;19923;26675;92646;0.21;29;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;225;18005;652;18657;0.19;35.7;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;366;0;98;7746;49784;27844;0.08;12;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;290;2837;26727;54669;0.03;6.3;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;134;4463;10126;11586;0.05;8.3;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;266;4011;16361;19614;0.04;7.9;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;366;0;343;9674;19113;37130;0.1;19.8;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;111;22972;44867;15455;0.24;31;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;156;3704;15937;72026;0.04;8.1;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;225;3088;19935;20483;0.03;6.3;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;366;0;76;14856;75609;56098;0.16;18.9;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;PETIT RONZUEL;365;0;114;6987;26727;67652;0.07;11.5;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;PLAT;365;4;20;11071;22120;234401;0.05;7.2;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;PLAT;366;0;310;17409;5758;104506;0.08;10.2;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;PLAT;365;115;87;23173;57380;91763;0.11;11.2;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;PLAT;365;56;48;18114;74135;297126;0.09;8.9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;PLAT;365;15;126;16621;-3063;280881;0.08;11.2;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;PLAT;366;0;76;19040;61648;100382;0.09;10;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;PLAT;365;0;305;11014;16139;169444;0.05;8.3;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;PLAT;365;0;138;10838;12839;56467;0.05;6.8;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;PLAT;365;0;351;9421;849;53754;0.05;6.3;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;PLAT;366;0;282;10838;15693;146650;0.05;7.5;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;PLAT;365;51;76;35930;87250;103801;0.17;16.5;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;PLAT;365;56;299;13807;20086;277010;0.07;10.3;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;PLAT;365;0;361;10048;1080;46150;0.05;6.9;183;71694;3;11.2;2.5;-8.7
2023-2024;L0.05_Pant10_CN_base_20260519;PLAT;366;116;100;37993;92988;166830;0.18;16.4;366;64243;7;54.9;18.6;-36.3
2024-2025;L0.05_Pant10_CN_base_20260519;PLAT;365;48;19;17262;30178;344907;0.08;9.7;365;78256;10;35.7;11.5;-24.2
2010-2011;L0.05_Pant10_CN_base_20260519;POLLET;365;301;18;1888;25372;175235;0.01;7.2;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;POLLET;366;30;13;1638;46611;200546;0.01;5.6;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;POLLET;365;0;325;20898;12523;277485;0.09;59;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;POLLET;365;303;53;3866;70431;147931;0.02;11.1;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;POLLET;365;282;10;2829;-2653;348224;0.01;11.1;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;POLLET;366;0;15;3251;60686;175527;0.01;10;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;POLLET;365;88;17;1130;-16872;152889;0;4.9;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;POLLET;365;0;327;12765;-4764;210397;0.06;46.9;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;POLLET;365;0;57;1650;11675;3268;0.01;6.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;POLLET;366;32;23;1843;-11332;81481;0.01;7.5;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;POLLET;365;36;18;6141;85571;137590;0.03;16.5;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;POLLET;365;250;15;1499;-32402;276416;0.01;6.5;51;33209;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;POLLET;365;52;247;4410;33211;230875;0.02;17.8;180;64747;2;57.1;0;-57
2023-2024;L0.05_Pant10_CN_base_20260519;POLLET;366;192;51;10128;93392;81378;0.04;25.5;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;POLLET;365;309;11;2930;31866;391290;0.01;9.6;154;7471;3;35.5;3.9;-31.6
2010-2011;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;21;327;65645;14372;155837;0.58;11.3;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;REMONDET NORD;366;86;64;51742;50346;3529;0.45;8;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;260;24;94210;86101;189944;0.83;12;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;232;26;91886;77318;149588;0.8;12;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;145;26;78857;-336;145563;0.69;14.1;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;REMONDET NORD;366;0;332;114428;16232;172161;1;16;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;0;116;36960;-19295;10608;0.32;7.3;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;123;100;55132;17460;18417;0.48;9.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;0;37;49817;-228;52227;0.44;8.8;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;REMONDET NORD;366;0;19;54778;-10915;73839;0.48;10.1;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;0;344;199882;14179;242679;1.75;24.3;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;0;126;49268;-30265;19004;0.43;9.7;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;0;166;38366;6704;40708;0.34;7;291;15256;3;15.4;4.1;-11.3
2023-2024;L0.05_Pant10_CN_base_20260519;REMONDET NORD;366;274;42;177555;102784;207528;1.56;20.3;366;20227;13;28.1;18.1;-10
2024-2025;L0.05_Pant10_CN_base_20260519;REMONDET NORD;365;273;0;84779;30796;130042;0.74;12.5;365;8887;9;30.7;12.2;-18.5
2010-2011;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;31;199;12435;40817;501194;0.07;8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;REMONDET SUD;366;89;54;10987;62141;286057;0.06;6.3;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;36;292;40629;37792;1188274;0.24;19.3;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;228;115;27596;64302;689253;0.16;13.4;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;265;7;18190;-4634;1009896;0.11;12.1;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;REMONDET SUD;366;144;56;21137;80187;450440;0.12;11;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;32;147;7571;4492;471313;0.04;5.6;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;23;318;27791;308;262711;0.16;17.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;0;173;13661;6215;237265;0.08;9;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;REMONDET SUD;366;233;32;12114;-17901;447476;0.07;8.3;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;145;32;38785;113867;880252;0.23;17.5;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;202;14;9950;-45355;394754;0.06;7.3;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;28;293;14690;19978;296611;0.09;10;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;REMONDET SUD;366;195;90;65582;70106;922307;0.38;27.9;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;REMONDET SUD;365;190;14;19128;42887;857286;0.11;10.5;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;RIOUX;365;91;233;34050;16238;78306;0.66;8.6;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;RIOUX;366;0;67;30614;18426;21468;0.6;6.9;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;RIOUX;365;152;29;57258;34833;89135;1.11;10.7;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;RIOUX;365;63;263;62850;13970;115726;1.22;12;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;RIOUX;365;0;192;55236;-10132;45104;1.07;14.4;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;RIOUX;366;117;46;58391;26348;48114;1.14;11.9;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;RIOUX;365;54;246;20838;7720;62078;0.41;6;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;RIOUX;365;55;124;33366;4143;16021;0.65;8.1;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;RIOUX;365;0;265;32714;4522;61829;0.64;8.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;RIOUX;366;0;233;36759;-9074;25840;0.72;9.9;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;RIOUX;365;156;35;104858;37306;99679;2.04;18.6;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;RIOUX;365;97;117;27317;3057;74703;0.53;7.8;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;RIOUX;365;0;173;22697;4392;25147;0.44;6;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;RIOUX;366;44;284;119413;30910;152266;2.32;19.9;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;RIOUX;365;7;149;55765;-3215;30931;1.09;12;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;71;155;23911;15401;59929;0.58;10.8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;366;63;73;22130;19785;14886;0.53;9;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;58;283;48447;11940;94351;1.17;16.2;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;174;115;42310;19704;23072;1.02;14.5;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;77;112;32557;7063;78561;0.78;15.2;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;366;100;66;39598;27756;41528;0.95;14.4;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;11;265;15079;11041;48834;0.36;7.8;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;365;30254;1430;34796;0.73;13.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;139;22846;-1824;9130;0.55;10.5;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;366;0;72;23108;2864;36000;0.56;11.1;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;135;50;67086;39919;74951;1.62;21.3;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;63;95;19436;-369;52985;0.47;10;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;352;19407;9633;29040;0.47;9.3;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;366;115;91;84228;18418;77948;2.03;25.2;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant10_CN_base_20260519;ROUE RONZUEL;365;63;27;35365;13803;55520;0.85;13.7;154;15805;6;19.3;19.3;0.1
2010-2011;L0.05_Pant10_CN_base_20260519;SALE;365;113;102;18147;21325;1261965;0.18;8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant10_CN_base_20260519;SALE;366;99;230;21389;25138;855230;0.21;8.4;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant10_CN_base_20260519;SALE;365;151;153;40043;14902;2115344;0.4;13;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant10_CN_base_20260519;SALE;365;329;5;29580;63290;1732889;0.29;9.8;0;NA;0;NA;NA;NA
